plant_id,part_id,part_category,readiness_count,available_unit_count,buildable_unit_count,readiness_status
1234,ABC-000111-17F1F9BE,Component,26.0,26.0,,
1234,ABC-000111-285157AC,Component,99.0,99.0,,
1234,ABC-000113-17F1F9BE,Component,280.0,280.0,,
1234,ABC-000113-285157AC,Component,134.0,134.0,,
1234,ABC-000113-E193A01E,Component,4.0,4.0,,
1234,ABC-000114-F218AC62,Component,12.0,12.0,,
1234,ABC-000119 Rev 001-x,Component,115.0,115.0,,
1234,ABC-000119 Rev 00A-x,Component,31.0,31.0,,
1234,ABC-000119-3EDEA851,Component,1002.0,1002.0,,
1234,ABC-000119-7BDF7681,Component,13.0,13.0,,
1234,ABC-000119-C44B3F8F,Component,444.0,444.0,,
1234,ABC-000119-F9722A9A,Component,34.0,34.0,,
1234,ABC-000120-7BDF7681,Component,3215.0,3215.0,,
1234,ABC-000120-C44B3F8F,Component,473.0,473.0,,
1234,ABC-000125-285157AC,Component,1397.0,1397.0,,
1234,ABC-000132-17F1F9BE,Component,73.0,73.0,,
1234,ABC-000132-285157AC,Component,6440.0,6440.0,,
1234,ABC-000147-17F1F9BE,Component,31.0,31.0,,
1234,ABC-000147-3EDEA851,Component,9.0,9.0,,
1234,ABC-000147-52C24D49,Component,78.0,78.0,,
1234,ABC-000152-285157AC,Component,1.0,1.0,,
1234,ABC-000157-285157AC,Component,93.0,93.0,,
1234,ABC-000307-17F1F9BE,Component,47.0,47.0,,
1234,ABC-000309-7BDF7681,Component,98.0,98.0,,
1234,ABC-000309-87455062,Component,1912.0,1912.0,,
1234,ABC-000309-C44B3F8F,Component,105.0,105.0,,
1234,ABC-000309-F9722A9A,Component,26.0,26.0,,
1234,ABC-000313-3EDEA851,Component,18.0,18.0,,
1234,ABC-000313-7BDF7681,Component,50.0,50.0,,
1234,ABC-000313-87455062,Component,86.0,86.0,,
1234,ABC-000313-F9722A9A,Component,397.0,397.0,,
1234,ABC-000314-3EDEA851,Component,111.0,111.0,,
1234,ABC-000314-7BDF7681,Component,25.0,25.0,,
1234,ABC-000314-87455062,Component,12.0,12.0,,
1234,ABC-000314-F9722A9A,Component,563.0,563.0,,
1234,ABC-410-8939FB62,Component,90.0,90.0,,
1234,ABC-410-D6B27B64,Component,638.0,638.0,,
1234,ABC-520-119B019B,Component,20.0,20.0,,
1234,ABC-520-2E974413,Component,981.0,981.0,,
1234,ABC-520-322150C8,Component,255.0,255.0,,
1234,ABC-520-5253D52D,Component,339.0,339.0,,
1234,ABC-520-582F3993,Component,1167.0,1167.0,,
1234,ABC-520-B87E9CED,Component,666.0,666.0,,
1234,ABC-710-2337060C,Component,13.0,13.0,,
1234,ABC-710-59E410C7,Assembly,114.0,1.0,113.0,At High Target
1234,ABC-710-71F976F3,Assembly,3251.0,5.0,3246.0,At High Target
1234,ABC-710-90AA4C70,Component,114.0,114.0,,
1234,ABC-710-98C5A824,Component,8.0,8.0,,
1234,ABC-710-9B52731B,Component,2.0,2.0,,
1234,ABC-720-BD9E6D7E,Assembly,1729.0,746.0,983.0,At High Target
1234,ABC-735-B141888A,Assembly,380.0,148.0,232.0,At High Target
1234,ABC-740-8174355A,Component,8.0,8.0,,
1234,ABC-740-EAE8F03A,Component,0.0,0.0,,
1234,ABC-745-36606A00,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-745-A4D40FB8,Assembly,81.0,46.0,35.0,At High Target
1234,ABC-745-E581AE8D,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-416EA4A2,Assembly,24.0,0.0,24.0,At Low Target
1234,ABC-910-78B029E9,Assembly,24.0,0.0,24.0,At Low Target
1234,ABC-910-9C74C720,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-BD9E6D7E,Assembly,12.0,0.0,12.0,At Low Target
1234,ABC-910-C7A06415,Assembly,15.0,0.0,15.0,At Low Target
1234,ABC-910-F8E322EC,Assembly,17.0,0.0,17.0,At Low Target
1234,ABC-920-71F976F3,Assembly,14445.0,8293.0,6152.0,At High Target
1234,ABC-920-CFBCB12B,Assembly,88.0,79.0,9.0,At High Target
1234,ABC-920-E6E58F5B,Assembly,82.0,73.0,9.0,At High Target
1234,ABC-000008-87455062,Component,16164.0,16164.0,,
1234,ABC-000008-F9722A9A,Component,1615.0,1615.0,,
1234,ABC-000008-x,Component,1403.0,1403.0,,
1234,ABC-000022-19FFB103,Component,12269.0,12269.0,,
1234,ABC-000079-E193A01E,Component,38.0,38.0,,
1234,ABC-000080 Rev 00A-x,Component,813.0,813.0,,
1234,ABC-000088-x,Component,1212.0,1212.0,,
1234,ABC-000104-19FFB103,Component,128.0,128.0,,
1234,ABC-000104-7A36B0AD,Component,369.0,369.0,,
1234,ABC-000124-285157AC,Component,24.0,24.0,,
1234,ABC-000128-3EDEA851,Component,21265.0,21265.0,,
1234,ABC-000128-7BDF7681,Component,17933.0,17933.0,,
1234,ABC-000162-285157AC,Component,296.0,296.0,,
1234,ABC-000207-7BDF7681,Component,0.0,0.0,,
1234,ABC-000298-3EDEA851,Component,248.0,248.0,,
1234,ABC-000298-7BDF7681,Component,340.0,340.0,,
1234,ABC-000298-87455062,Component,28.0,28.0,,
1234,ABC-000298-F9722A9A,Component,80.0,80.0,,
1234,ABC-069FD3A4-x,Assembly,188.0,0.0,188.0,At High Target
1234,ABC-410-F45C3CB3,Component,581.0,581.0,,
1234,ABC-520-337BBBC0,Component,673.0,673.0,,
1234,ABC-520-5A4B9C11,Component,188.0,188.0,,
1234,ABC-520-75DE2B9F,Component,0.0,0.0,,
1234,ABC-710-3044D692,Component,4.0,4.0,,
1234,ABC-710-42EFCED5,Component,54.0,54.0,,
1234,ABC-720-7AA21476,Assembly,55.0,29.0,26.0,At High Target
1234,ABC-720-F22C976B,Assembly,819.0,6.0,813.0,At High Target
1234,ABC-735-9B52731B,Assembly,1.0,0.0,1.0,Below Target
1234,ABC-740-D6B27B64,Component,0.0,0.0,,
1234,ABC-745-D7A2A17C,Assembly,20.0,0.0,20.0,At Low Target
1234,ABC-750-C7A06415,Assembly,506.0,0.0,506.0,At High Target
1234,ABC-910-D4C518B0,Assembly,8.0,0.0,8.0,Below Target
1234,ABC-920-179FF2FE,Assembly,2927.0,2916.0,11.0,At High Target
1234,ABC-000050-3EDEA851,Component,40086.0,40086.0,,
1234,ABC-000050-7BDF7681,Component,54.0,54.0,,
1234,ABC-000050-x,Component,1856.0,1856.0,,
1234,ABC-000052-3EDEA851,Component,3857.0,3857.0,,
1234,ABC-000052-7BDF7681,Component,7428.0,7428.0,,
1234,ABC-000071 Rev 00B-x,Component,3665.0,3665.0,,
1234,ABC-000092-AF6267BA,Component,12.0,12.0,,
1234,ABC-410-2134C5A4,Component,0.0,0.0,,
1234,ABC-410-59E0FEC5,Component,1033.0,1033.0,,
1234,ABC-410-6CA25EC5,Component,2326.0,2326.0,,
1234,ABC-410-BD9E6D7E,Component,292.0,292.0,,
1234,ABC-520-16FA7AF6,Component,625.0,625.0,,
1234,ABC-520-4BEB3B5E,Component,74.0,74.0,,
1234,ABC-520-BB8B09AD,Component,0.0,0.0,,
1234,ABC-520-C01E419E,Component,599.0,599.0,,
1234,ABC-520-DFB3228F,Component,73.0,73.0,,
1234,ABC-520-E5AED5DC,Component,4905.0,4905.0,,
1234,ABC-710-0D57294F,Component,8.0,8.0,,
1234,ABC-710-132CEC9F,Component,0.0,0.0,,
1234,ABC-720-8174355A,Assembly,25364.0,59.0,25305.0,At High Target
1234,ABC-750-3474937B,Assembly,51.0,0.0,51.0,At High Target
1234,ABC-910-7C660F15,Assembly,949.0,866.0,83.0,At High Target
1234,ABC-910-84E221D9,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-D780DC14,Assembly,8.0,8.0,0.0,Below Target
1234,ABC-920-938E7CB0,Assembly,1.0,0.0,1.0,Below Target
1234,ABC-FIRMWARE-x,Component,20.0,20.0,,
1234,ABC-000119 Rev 00B-x,Component,0.0,0.0,,
1234,ABC-520-06153786,Component,7143.0,7143.0,,
1234,ABC-520-4CEC8A26,Component,73.0,73.0,,
1234,ABC-520-84E221D9,Component,0.0,0.0,,
1234,ABC-710-1469E0D8,Assembly,146.0,0.0,146.0,At High Target
1234,ABC-710-57DFA2A0,Component,3.0,3.0,,
1234,ABC-720-1AD38773,Assembly,46.0,46.0,0.0,At Low Target
1234,ABC-910-2134C5A4,Assembly,955.0,945.0,10.0,At High Target
1234,ABC-000004-285157AC,Component,6124.0,6124.0,,
1234,ABC-000030-19FFB103,Component,1251.0,1251.0,,
1234,ABC-000030-C44B3F8F,Component,670.0,670.0,,
1234,ABC-000030-x,Component,27872.0,27872.0,,
1234,ABC-000101-285157AC,Component,8083.0,8083.0,,
1234,ABC-000101-E193A01E,Component,152.0,152.0,,
1234,ABC-410-EE10EF49,Component,157.0,157.0,,
1234,ABC-520-70C1817F,Component,0.0,0.0,,
1234,ABC-520-B0FE8E22,Component,31.0,31.0,,
1234,ABC-520-D7A2A17C,Component,225.0,225.0,,
1234,ABC-710-2AFB5669,Component,0.0,0.0,,
1234,ABC-710-36606A00,Component,44.0,44.0,,
1234,ABC-710-C9886967,Component,0.0,0.0,,
1234,ABC-710-E581AE8D,Component,0.0,0.0,,
1234,ABC-740-17BFB3B3,Component,61984.0,61984.0,,
1234,ABC-740-42EFCED5,Component,3.0,3.0,,
1234,ABC-750-5AFE5729,Assembly,506.0,0.0,506.0,At High Target
1234,ABC-910-13DBD7E3,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-D7A2A17C,Assembly,1797.0,1787.0,10.0,At High Target
1234,ABC-920-1E771139,Assembly,10.0,0.0,10.0,At Low Target
1234,ABC-920-B93E97FD,Assembly,1264.0,269.0,995.0,At High Target
1234,ABC-000016-87455062,Component,6247.0,6247.0,,
1234,ABC-000016-C44B3F8F,Component,2541.0,2541.0,,
1234,ABC-000016-x,Component,8426.0,8426.0,,
1234,ABC-000119-87455062,Component,2304.0,2304.0,,
1234,ABC-000130-221407C0,Component,32.0,32.0,,
1234,ABC-000130-285157AC,Component,46.0,46.0,,
1234,ABC-000187-C44B3F8F,Component,738.0,738.0,,
1234,ABC-410-9AD2CAE5,Component,34.0,34.0,,
1234,ABC-410-9C74C720,Component,15.0,15.0,,
1234,ABC-410-EAE8F03A,Component,5.0,5.0,,
1234,ABC-520-279C23FF,Component,134.0,134.0,,
1234,ABC-520-F8D703A7,Component,388.0,388.0,,
1234,ABC-540-4B96F8EF,Component,3071.0,3071.0,,
1234,ABC-735-938E7CB0,Assembly,91.0,1.0,90.0,At High Target
1234,ABC-740-ACBBC0F2,Component,4630.0,4630.0,,
1234,ABC-740-BEE38AD6,Component,4.0,4.0,,
1234,ABC-745-3ADEFBD2,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-1AD38773,Assembly,34.0,0.0,34.0,At Low Target
1234,ABC-910-3474937B,Assembly,12.0,0.0,12.0,At Low Target
1234,ABC-910-4BEE170D,Assembly,14.0,0.0,14.0,At Low Target
1234,ABC-920-0B91566E,Assembly,295.0,284.0,11.0,At High Target
1234,ABC-920-3474937B,Assembly,491.0,442.0,49.0,At High Target
1234,ABC-920-5CDE39CF,Assembly,142.0,96.0,46.0,At High Target
1234,ABC-920-70C1817F,Assembly,4196.0,127.0,4069.0,At High Target
1234,ABC-000077-FBDAD690,Component,51.0,51.0,,
1234,ABC-000299-3EDEA851,Component,19.0,19.0,,
1234,ABC-000299-7BDF7681,Component,18.0,18.0,,
1234,ABC-000299-87455062,Component,6.0,6.0,,
1234,ABC-000299-F9722A9A,Component,27.0,27.0,,
1234,ABC-520-4AE82779,Component,8.0,8.0,,
1234,ABC-520-9F4B98C7,Component,17.0,17.0,,
1234,ABC-520-A2C48C25,Component,9.0,9.0,,
1234,ABC-520-F457B219,Component,29.0,29.0,,
1234,ABC-735-C1260723,Assembly,118.0,94.0,24.0,At High Target
1234,ABC-750-90AA4C70,Assembly,114.0,0.0,114.0,At High Target
1234,ABC-910-0B343F87,Assembly,25.0,0.0,25.0,At Low Target
1234,ABC-000017-87455062,Component,8706.0,8706.0,,
1234,ABC-000017-C44B3F8F,Component,4961.0,4961.0,,
1234,ABC-000017-x,Component,75330.0,75330.0,,
1234,ABC-000116-15346B59,Component,39.0,39.0,,
1234,ABC-000116-285157AC,Component,10353.0,10353.0,,
1234,ABC-000120-285157AC,Component,460.0,460.0,,
1234,ABC-000120-3EDEA851,Component,5883.0,5883.0,,
1234,ABC-000120-87455062,Component,2462.0,2462.0,,
1234,ABC-000120-F9722A9A,Component,29.0,29.0,,
1234,ABC-000120-x,Component,7055.0,7055.0,,
1234,ABC-000131-285157AC,Component,1641.0,1641.0,,
1234,ABC-410-435F10D9,Component,5607.0,5607.0,,
1234,ABC-410-4B96F8EF,Component,4020.0,4020.0,,
1234,ABC-410-7C660F15,Component,5163.0,5163.0,,
1234,ABC-520-23C05183,Component,70.0,70.0,,
1234,ABC-520-CC9E440D,Component,8292.0,8292.0,,
1234,ABC-710-CFBCB12B,Assembly,3260.0,14.0,3246.0,At High Target
1234,ABC-735-84E221D9,Assembly,1271.0,591.0,680.0,At High Target
1234,ABC-910-98C5A824,Assembly,12.0,0.0,12.0,At Low Target
1234,ABC-920-44FD1DB5,Assembly,1047.0,133.0,914.0,At High Target
1234,ABC-920-81C1D4C0,Assembly,8205.0,1062.0,7143.0,At High Target
1234,ABC-98F506F4-x,Component,70.0,70.0,,
1234,ABC-410-89978488,Component,1.0,1.0,,
1234,ABC-520-81C08FA7,Component,3074.0,3074.0,,
1234,ABC-710-BB8B09AD,Component,388.0,388.0,,
1234,ABC-910-D17C20D7,Assembly,3.0,1.0,2.0,Below Target
1234,ABC-000052-x,Component,1748.0,1748.0,,
1234,ABC-000054-F9722A9A,Component,44.0,44.0,,
1234,ABC-000054-x,Component,1.0,1.0,,
1234,ABC-000101-17F1F9BE,Component,16.0,16.0,,
1234,ABC-000125-17F1F9BE,Component,11.0,11.0,,
1234,ABC-000128-F9722A9A,Component,2632.0,2632.0,,
1234,ABC-000150-285157AC,Component,10.0,10.0,,
1234,ABC-000359-17F1F9BE,Component,116.0,116.0,,
1234,ABC-000359-3EDEA851,Component,14.0,14.0,,
1234,ABC-410-32C5898F,Component,3246.0,3246.0,,
1234,ABC-410-7AA21476,Component,0.0,0.0,,
1234,ABC-450-5D1E11E8,Component,142.0,142.0,,
1234,ABC-520-271B23CC,Component,1.0,1.0,,
1234,ABC-520-4BEE170D,Component,12.0,12.0,,
1234,ABC-520-53CAFA51,Component,1048.0,1048.0,,
1234,ABC-520-5DA1749A,Component,112.0,112.0,,
1234,ABC-520-F08E7502,Component,2.0,2.0,,
1234,ABC-710-0D0C3ED0,Assembly,1033.0,0.0,1033.0,At High Target
1234,ABC-710-84C20589,Assembly,3929.0,0.0,3929.0,At High Target
1234,ABC-710-DFB196C8,Component,506.0,506.0,,
1234,ABC-720-D780DC14,Assembly,85.0,69.0,16.0,At High Target
1234,ABC-735-57DFA2A0,Assembly,3.0,0.0,3.0,Below Target
1234,ABC-910-0D57294F,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-32042A64,Assembly,11.0,0.0,11.0,At Low Target
1234,ABC-910-7E843511,Assembly,5.0,0.0,5.0,Below Target
1234,ABC-910-EA05EA1F,Assembly,106.0,1.0,105.0,At High Target
1234,ABC-920-CC2A8333,Assembly,381.0,42.0,339.0,At High Target
1234,ABC-920-D780DC14,Assembly,40.0,18.0,22.0,At Low Target
1234,ABC-000104-17F1F9BE,Component,2479.0,2479.0,,
1234,ABC-000104-3EDEA851,Component,1181.0,1181.0,,
1234,ABC-000104-x,Component,876.0,876.0,,
1234,ABC-520-075E49B5,Component,60.0,60.0,,
1234,ABC-520-291DA5BA,Component,9.0,9.0,,
1234,ABC-520-416EA4A2,Component,1.0,1.0,,
1234,ABC-520-85A5E355,Component,47.0,47.0,,
1234,ABC-520-A833F8D1,Component,4069.0,4069.0,,
1234,ABC-710-76DC7215,Assembly,861.0,0.0,861.0,At High Target
1234,ABC-735-F08E7502,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-740-8A15CA25,Component,3042.0,3042.0,,
1234,ABC-910-47926045,Assembly,59.0,49.0,10.0,At High Target
1234,ABC-RWK-92DF46D8,Component,139.0,139.0,,
1234,ABC-000009-7BDF7681,Component,9129.0,9129.0,,
1234,ABC-000009-87455062,Component,36433.0,36433.0,,
1234,ABC-000009-F9722A9A,Component,3122.0,3122.0,,
1234,ABC-000009-x,Component,3274.0,3274.0,,
1234,ABC-000018-7BDF7681,Component,140.0,140.0,,
1234,ABC-000079-0574B745,Component,10.0,10.0,,
1234,ABC-000079-FBDAD690,Component,93.0,93.0,,
1234,ABC-000103-x,Component,8046.0,8046.0,,
1234,ABC-000109-17F1F9BE,Component,577.0,577.0,,
1234,ABC-000109-285157AC,Component,259.0,259.0,,
1234,ABC-000109-F218AC62,Component,65.0,65.0,,
1234,ABC-000117-20DD129D,Component,70.0,70.0,,
1234,ABC-000117-285157AC,Component,1257.0,1257.0,,
1234,ABC-000206-7BDF7681,Component,7.0,7.0,,
1234,ABC-410-94F082F2,Component,3572.0,3572.0,,
1234,ABC-410-E372902D,Component,0.0,0.0,,
1234,ABC-520-7F1D6778,Component,493.0,493.0,,
1234,ABC-520-E660BD3E,Component,75.0,75.0,,
1234,ABC-520-FDE2A4C6,Component,6152.0,6152.0,,
1234,ABC-710-1F80F465,Assembly,1033.0,0.0,1033.0,At High Target
1234,ABC-710-3ADEFBD2,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-710-8B283539,Component,0.0,0.0,,
1234,ABC-710-F08E7502,Component,0.0,0.0,,
1234,ABC-735-416EA4A2,Assembly,1420.0,163.0,1257.0,At High Target
1234,ABC-735-7E843511,Assembly,47.0,46.0,1.0,At Low Target
1234,ABC-740-62159945,Component,7005.0,7005.0,,
1234,ABC-740-63261365,Component,763.0,763.0,,
1234,ABC-740-86DFB043,Component,6071.0,6071.0,,
1234,ABC-745-132CEC9F,Component,1181.0,1181.0,,
1234,ABC-745-C9886967,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-EAE8F03A,Assembly,49.0,0.0,49.0,At Low Target
1234,ABC-920-5AFE5729,Component,1.0,1.0,,
1234,ABC-000355-17F1F9BE,Component,30.0,30.0,,
1234,ABC-000355-285157AC,Component,139.0,139.0,,
1234,ABC-410-0D57294F,Component,0.0,0.0,,
1234,ABC-520-08FC897B,Component,146.0,146.0,,
1234,ABC-520-39A5F6A4,Component,79.0,79.0,,
1234,ABC-520-B27C264B,Component,796.0,796.0,,
1234,ABC-520-E3A9311A,Component,322.0,322.0,,
1234,ABC-720-094EC286,Component,9.0,9.0,,
1234,ABC-740-B141888A,Component,7313.0,7313.0,,
1234,ABC-920-C1260723,Assembly,19.0,11.0,8.0,At Low Target
1234,ABC-000360-17F1F9BE,Component,78.0,78.0,,
1234,ABC-000360-3EDEA851,Component,4.0,4.0,,
1234,ABC-710-416EA4A2,Component,24.0,24.0,,
1234,ABC-735-2D1B5B35,Assembly,324.0,2.0,322.0,At High Target
1234,ABC-740-44FD1DB5,Component,995.0,995.0,,
1234,ABC-910-B93E97FD,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-000079-17F1F9BE,Component,63.0,63.0,,
1234,ABC-000079-285157AC,Component,22.0,22.0,,
1234,ABC-000079-3EDEA851,Component,81.0,81.0,,
1234,ABC-000079-7BDF7681,Component,1270.0,1270.0,,
1234,ABC-000079-F9722A9A,Component,124.0,124.0,,
1234,ABC-000094-17F1F9BE,Component,1412.0,1412.0,,
1234,ABC-000094-285157AC,Component,82.0,82.0,,
1234,ABC-000094-3EDEA851,Component,545.0,545.0,,
1234,ABC-000094-7BDF7681,Component,294.0,294.0,,
1234,ABC-000094-E193A01E,Component,183.0,183.0,,
1234,ABC-000098-x,Component,11.0,11.0,,
1234,ABC-000131-17F1F9BE,Component,1.0,1.0,,
1234,ABC-000358-17F1F9BE,Component,212.0,212.0,,
1234,ABC-000358-3EDEA851,Component,22.0,22.0,,
1234,ABC-210-C0FD86A5,Component,6.0,6.0,,
1234,ABC-410-3412CBA3,Component,7640.0,7640.0,,
1234,ABC-410-B2E77F85,Component,6522.0,6522.0,,
1234,ABC-410-D17C20D7,Assembly,683.0,17.0,666.0,At High Target
1234,ABC-410-FC7A7565,Assembly,3254.0,8.0,3246.0,At High Target
1234,ABC-520-13DBD7E3,Component,122.0,122.0,,
1234,ABC-520-3F910AE8,Component,8.0,8.0,,
1234,ABC-520-661EFAE0,Component,4.0,4.0,,
1234,ABC-520-7F459EBD,Component,138.0,138.0,,
1234,ABC-540-7CC1E882,Component,4.0,4.0,,
1234,ABC-540-BC98733B,Component,0.0,0.0,,
1234,ABC-720-9EFD9DE0,Assembly,7584.0,156.0,7428.0,At High Target
1234,ABC-910-12E6AD33,Assembly,433.0,419.0,14.0,At High Target
1234,ABC-910-2D1B5B35,Assembly,13.0,0.0,13.0,At Low Target
1234,ABC-910-5AFE5729,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-8A11AEE0,Assembly,12.0,0.0,12.0,At Low Target
1234,ABC-910-90AA4C70,Assembly,9.0,0.0,9.0,Below Target
1234,ABC-910-C3CB45EC,Assembly,0.0,0.0,0.0,Below Target
1234,ABC-910-EC26816E,Assembly,13.0,0.0,13.0,At Low Target
1234,ABC-000019-285157AC,Component,1048.0,1048.0,,
1234,ABC-000019-E193A01E,Component,14614.0,14614.0,,
1234,ABC-000019-x,Component,190.0,190.0,,
1234,ABC-000049-7BDF7681,Component,5393.0,5393.0,,
1234,ABC-000063-3EDEA851,Component,9.0,9.0,,
1234,ABC-000078-FBDAD690,Component,51.0,51.0,,
1234,ABC-000102-285157AC,Component,232.0,232.0,,
1234,ABC-000102-3EDEA851,Component,1407.0,1407.0,,
1234,ABC-000102-E193A01E,Component,75.0,75.0,,
1234,ABC-000114-17F1F9BE,Component,1.0,1.0,,
1234,ABC-000114-285157AC,Component,197.0,197.0,,
1234,ABC-000114-E193A01E,Component,44.0,44.0,,
1234,ABC-410-A6126DF9,Component,5166.0,5166.0,,
1234,ABC-410-ACBBC0F2,Assembly,3935.0,6.0,3929.0,At High Target
1234,ABC-410-CA1EF61E,Component,17.0,17.0,,
1234,ABC-520-2B84428F,Component,298.0,298.0,,
1234,ABC-520-7EC4690D,Component,3077.0,3077.0,,
1234,ABC-520-A6081EEE,Component,1012.0,1012.0,,
1234,ABC-520-D89F2B15,Component,0.0,0.0,,
1234,ABC-520-DA5B17E3,Component,102.0,102.0,,
